sale_id,customer_id,product_id,store_id,promo_id,quantity,unit_price,discount_amount,tax_amount,final_amount,sale_date,payment_method,sale_status
2374,1892,25,2,9,2,199,39.8,64.48,422.68,2024-07-23,Cash,Completed
2375,493,19,13,10,5,4999,2499.5,4049.19,26544.69,2024-11-16,UPI,Completed
2376,1706,6,8,8,1,15999,0.0,2879.82,18878.82,2024-12-07,Cash,Completed
2377,1230,13,15,13,1,12999,0.0,2339.82,15338.82,2024-02-29,Net Banking,Returned
2378,414,3,2,7,5,114999,86249.25,87974.24,576719.99,2024-01-14,UPI,Completed
2379,769,17,1,9,1,8999,899.9,1457.84,9556.94,2024-11-18,Cash,Completed
2380,1757,24,6,2,4,28,22.4,16.13,105.73,2024-03-31,EMI,Returned
2381,402,19,8,14,2,4999,0.0,1799.64,11797.64,2024-07-07,Credit Card,Cancelled
2382,574,9,1,15,4,4999,4999.0,2699.46,17696.46,2024-11-02,Debit Card,Completed
2383,333,2,12,15,2,89999,35999.6,25919.71,169918.11,2024-07-29,EMI,Completed
2384,1222,5,6,1,5,29999,0.0,26999.1,176994.1,2024-09-08,EMI,Cancelled
2385,1692,16,15,13,1,5999,0.0,1079.82,7078.82,2024-10-16,EMI,Returned
2386,137,25,13,9,1,199,39.8,28.66,187.86,2024-09-25,EMI,Returned
2387,539,3,4,7,2,114999,57499.5,31049.73,203548.23,2024-04-28,UPI,Completed
2388,1955,11,6,6,2,1999,599.7,611.69,4009.99,2024-07-24,UPI,Completed
2389,1116,3,8,1,2,114999,0.0,41399.64,271397.64,2024-12-13,UPI,Completed
2390,1235,6,1,13,1,15999,799.95,2735.83,17934.88,2024-08-04,Credit Card,Returned
2391,1372,11,3,15,4,1999,2398.8,1007.5,6604.7,2024-10-20,Debit Card,Completed
2392,249,7,4,15,1,12999,3899.7,1637.87,10737.17,2024-05-31,Debit Card,Completed
2393,1214,2,12,6,5,89999,67499.25,68849.24,451344.99,2024-01-25,Credit Card,Completed
2394,603,17,1,4,4,8999,3599.6,5831.35,38227.75,2024-05-25,UPI,Completed
2395,926,7,11,9,1,12999,2599.8,1871.86,12271.06,2024-08-28,Cash,Completed
2396,1900,5,15,15,4,29999,35998.8,15119.5,99116.7,2024-03-28,Credit Card,Completed
2397,29,6,11,3,4,15999,19198.8,8063.5,52860.7,2024-04-03,UPI,Cancelled
2398,397,9,9,14,2,4999,2999.4,1259.75,8258.35,2024-06-23,EMI,Completed
2399,1607,24,11,15,2,28,11.2,8.06,52.86,2024-04-28,Cash,Completed
2400,1796,4,14,15,2,129999,77999.4,32759.75,214758.35,2024-12-14,Debit Card,Completed
2401,60,11,4,15,1,1999,499.75,269.87,1769.12,2024-12-25,Cash,Returned
2402,1473,21,7,13,1,599,149.75,80.86,530.11,2024-09-01,EMI,Completed
2403,825,16,4,13,5,5999,0.0,5399.1,35394.1,2024-01-08,Debit Card,Completed
2404,771,18,3,3,2,24999,0.0,8999.64,58997.64,2024-04-24,EMI,Completed
2405,672,22,3,3,4,299,179.4,182.99,1199.59,2024-01-08,Debit Card,Returned
2406,917,4,11,9,4,129999,0.0,93599.28,613595.28,2024-02-07,Cash,Cancelled
2407,1578,6,2,5,3,15999,9599.4,6911.57,45309.17,2024-08-21,Cash,Completed
2408,1142,19,9,9,2,4999,1999.6,1439.71,9438.11,2024-11-15,Cash,Returned
2409,592,18,14,1,2,24999,0.0,8999.64,58997.64,2024-01-20,Debit Card,Completed
2410,1949,20,12,8,5,3999,3999.0,2879.28,18875.28,2024-11-02,EMI,Cancelled
2411,514,17,5,5,3,8999,4049.55,4130.54,27077.99,2024-11-08,Cash,Returned
2412,1290,3,11,3,3,114999,51749.55,52784.54,346031.99,2024-08-19,EMI,Returned
2413,1040,15,13,2,4,7999,0.0,5759.28,37755.28,2024-07-01,Credit Card,Completed
2414,1834,18,7,15,4,24999,24999.0,13499.46,88496.46,2024-04-10,Cash,Cancelled
2415,383,1,15,15,3,129999,77999.4,56159.57,368157.17,2024-02-09,Cash,Completed
2416,1474,21,11,15,4,599,718.8,301.9,1979.1,2024-09-09,Net Banking,Returned
2417,308,20,10,14,5,3999,4998.75,2699.32,17695.57,2024-03-19,Credit Card,Completed
2418,1058,19,4,15,1,4999,1499.7,629.87,4129.17,2024-06-11,EMI,Returned
2419,2,13,11,6,2,12999,3899.7,3977.69,26075.99,2024-01-27,EMI,Completed
2420,1809,1,11,12,4,129999,103999.2,74879.42,490876.22,2024-11-13,Debit Card,Cancelled
2421,936,19,1,1,1,4999,0.0,899.82,5898.82,2024-05-23,Cash,Completed
2422,1595,24,6,12,3,28,8.4,13.61,89.21,2024-04-03,Cash,Completed
2423,944,19,7,7,2,4999,1499.7,1529.69,10027.99,2024-11-09,Debit Card,Completed
2424,1308,8,11,5,5,14999,7499.5,12149.19,79644.69,2024-07-19,Credit Card,Completed
2425,1119,19,15,4,3,4999,2999.4,2159.57,14157.17,2024-03-25,Debit Card,Completed
2426,1402,22,15,11,2,299,179.4,75.35,493.95,2024-06-21,EMI,Completed
2427,365,11,7,6,5,1999,0.0,1799.1,11794.1,2024-07-25,Cash,Completed
2428,1779,23,4,11,5,449,336.75,343.49,2251.74,2024-02-22,Credit Card,Returned
2429,218,18,12,13,3,24999,11249.55,11474.54,75221.99,2024-01-14,EMI,Completed
2430,1063,9,7,11,1,4999,749.85,764.85,5014.0,2024-09-06,EMI,Completed
2431,1690,9,4,1,2,4999,999.8,1619.68,10617.88,2024-11-17,Cash,Completed
2432,1798,22,15,15,5,299,0.0,269.1,1764.1,2024-02-27,Net Banking,Returned
2433,992,6,1,7,5,15999,11999.25,12239.23,80234.98,2024-10-24,Credit Card,Completed
2434,1625,2,2,12,2,89999,35999.6,25919.71,169918.11,2024-06-06,UPI,Completed
2435,602,15,2,11,3,7999,1199.85,4103.49,26900.64,2024-02-24,Credit Card,Cancelled
2436,356,12,10,7,4,8999,8999.0,4859.46,31856.46,2024-09-25,UPI,Completed
2437,1636,14,8,11,1,3999,0.0,719.82,4718.82,2024-11-13,Debit Card,Completed
2438,1428,21,13,4,3,599,0.0,323.46,2120.46,2024-01-19,Debit Card,Completed
2439,936,13,10,15,1,12999,3899.7,1637.87,10737.17,2024-08-30,Cash,Completed
2440,1240,24,14,5,4,28,0.0,20.16,132.16,2024-05-19,Debit Card,Completed
2441,482,17,9,12,4,8999,0.0,6479.28,42475.28,2024-03-11,Debit Card,Returned
2442,1658,25,7,14,1,199,29.85,30.45,199.6,2024-10-25,Cash,Completed
2443,1623,25,8,15,3,199,59.7,96.71,634.01,2024-03-26,Credit Card,Completed
2444,1447,11,9,11,3,1999,1799.1,755.62,4953.52,2024-11-19,Debit Card,Cancelled
2445,1205,14,6,11,5,3999,1999.5,3239.19,21234.69,2024-04-01,Cash,Completed
2446,624,20,15,4,1,3999,799.8,575.86,3775.06,2024-06-19,UPI,Completed
2447,1910,1,15,2,1,129999,0.0,23399.82,153398.82,2024-06-06,Debit Card,Cancelled
2448,471,19,11,8,1,4999,249.95,854.83,5603.88,2024-03-08,EMI,Completed
2449,1637,11,14,11,1,1999,99.95,341.83,2240.88,2024-01-03,Debit Card,Completed
2450,985,2,9,7,4,89999,107998.8,45359.5,297356.7,2024-04-03,EMI,Completed
2451,582,10,5,15,5,2999,2999.0,2159.28,14155.28,2024-07-16,Cash,Returned
2452,1468,16,3,15,2,5999,2399.6,1727.71,11326.11,2024-08-17,EMI,Completed
2453,1474,10,11,14,2,2999,0.0,1079.64,7077.64,2024-03-07,Debit Card,Returned
2454,1513,23,3,12,3,449,67.35,230.34,1509.99,2024-02-05,Cash,Completed
2455,1650,6,12,4,2,15999,1599.9,5471.66,35869.76,2024-02-02,Credit Card,Completed
2456,1243,5,15,1,3,29999,0.0,16199.46,106196.46,2024-01-31,Net Banking,Cancelled
2457,17,3,9,8,4,114999,45999.6,74519.35,488515.75,2024-09-07,Credit Card,Completed
2458,1470,18,8,12,1,24999,7499.7,3149.87,20649.17,2024-03-25,Net Banking,Completed
2459,1063,23,2,15,2,449,0.0,161.64,1059.64,2024-06-28,Net Banking,Completed
2460,658,9,12,12,5,4999,2499.5,4049.19,26544.69,2024-09-04,Credit Card,Completed
2461,317,19,1,11,2,4999,0.0,1799.64,11797.64,2024-09-18,EMI,Cancelled
2462,929,13,15,8,1,12999,2599.8,1871.86,12271.06,2024-01-28,Cash,Completed
2463,1472,15,2,15,2,7999,0.0,2879.64,18877.64,2024-08-22,EMI,Completed
2464,407,15,13,7,5,7999,0.0,7199.1,47194.1,2024-01-15,Debit Card,Completed
2465,354,5,10,7,4,29999,0.0,21599.28,141595.28,2024-02-21,EMI,Completed
2466,1638,11,11,3,3,1999,299.85,1025.49,6722.64,2024-10-10,Cash,Completed
2467,485,6,6,12,2,15999,9599.4,4031.75,26430.35,2024-04-14,Debit Card,Returned
2468,1925,10,5,14,1,2999,749.75,404.87,2654.12,2024-11-26,Net Banking,Cancelled
2469,1524,16,4,6,4,5999,2399.6,3887.35,25483.75,2024-05-06,UPI,Returned
2470,682,9,14,9,5,4999,6248.75,3374.32,22120.57,2024-11-08,EMI,Cancelled
2471,239,6,15,15,5,15999,19998.75,10799.32,70795.57,2024-01-02,Credit Card,Returned
2472,358,15,2,6,1,7999,1199.85,1223.85,8023.0,2024-05-06,EMI,Returned
2473,960,25,9,15,1,199,9.95,34.03,223.08,2024-09-08,EMI,Completed
2474,284,19,9,15,2,4999,0.0,1799.64,11797.64,2024-03-17,UPI,Cancelled
2475,1542,4,3,12,4,129999,0.0,93599.28,613595.28,2024-10-07,Credit Card,Completed
2476,78,2,5,15,5,89999,112498.75,60749.32,398245.57,2024-09-22,Cash,Returned
2477,1769,19,8,12,2,4999,1499.7,1529.69,10027.99,2024-12-07,Cash,Completed
2478,379,8,11,13,1,14999,0.0,2699.82,17698.82,2024-04-13,UPI,Completed
2479,619,8,15,13,1,14999,2249.85,2294.85,15044.0,2024-02-26,Net Banking,Completed
2480,711,6,4,3,1,15999,0.0,2879.82,18878.82,2024-11-25,Cash,Completed
2481,1596,24,10,12,1,28,0.0,5.04,33.04,2024-06-04,Credit Card,Completed
2482,568,21,14,15,2,599,0.0,215.64,1413.64,2024-11-09,Credit Card,Completed
2483,1181,14,8,3,2,3999,1999.5,1079.73,7078.23,2024-02-17,Cash,Completed
2484,298,13,1,5,2,12999,0.0,4679.64,30677.64,2024-04-16,Credit Card,Completed
2485,1776,22,15,15,4,299,299.0,161.46,1058.46,2024-12-04,Credit Card,Completed
2486,236,20,13,3,1,3999,0.0,719.82,4718.82,2024-07-14,Net Banking,Completed
2487,266,6,1,4,5,15999,0.0,14399.1,94394.1,2024-08-16,Credit Card,Cancelled
2488,703,22,12,15,4,299,59.8,204.52,1340.72,2024-04-11,Cash,Cancelled
2489,1495,7,1,10,5,12999,3249.75,11114.15,72859.4,2024-08-08,Net Banking,Completed
2490,427,18,1,6,4,24999,9999.6,16199.35,106195.75,2024-09-23,UPI,Completed
2491,1566,10,3,4,1,2999,299.9,485.84,3184.94,2024-01-12,Cash,Cancelled
2492,809,21,9,5,3,599,0.0,323.46,2120.46,2024-10-22,EMI,Completed
2493,276,5,10,10,4,29999,0.0,21599.28,141595.28,2024-01-09,Cash,Completed
2494,1435,12,6,13,1,8999,0.0,1619.82,10618.82,2024-04-19,EMI,Cancelled
2495,1166,20,6,5,5,3999,4998.75,2699.32,17695.57,2024-01-09,UPI,Completed
2496,1985,15,2,5,3,7999,1199.85,4103.49,26900.64,2024-08-05,Debit Card,Returned
2497,669,18,6,13,3,24999,0.0,13499.46,88496.46,2024-04-18,UPI,Completed
2498,1929,3,15,5,1,114999,0.0,20699.82,135698.82,2024-09-03,UPI,Completed
2499,253,12,10,6,4,8999,1799.8,6155.32,40351.52,2024-10-12,Net Banking,Completed
2500,124,6,10,2,4,15999,0.0,11519.28,75515.28,2024-08-08,Net Banking,Returned
2501,46,14,4,5,2,3999,799.8,1295.68,8493.88,2024-09-28,EMI,Completed
2502,702,11,5,6,1,1999,99.95,341.83,2240.88,2024-12-25,EMI,Completed
2503,67,8,1,4,1,14999,2249.85,2294.85,15044.0,2024-07-26,Net Banking,Returned
2504,1873,25,11,15,3,199,119.4,85.97,563.57,2024-06-06,Cash,Completed
2505,760,15,10,12,3,7999,2399.7,3887.51,25484.81,2024-08-05,Credit Card,Completed
2506,515,16,14,4,2,5999,1199.8,1943.68,12741.88,2024-08-24,Net Banking,Completed
2507,227,2,9,2,1,89999,26999.7,11339.87,74339.17,2024-03-03,UPI,Completed
2508,55,24,13,14,5,28,7.0,23.94,156.94,2024-02-21,Net Banking,Completed
2509,566,25,2,15,2,199,79.6,57.31,375.71,2024-09-21,UPI,Returned
2510,27,17,2,12,4,8999,0.0,6479.28,42475.28,2024-03-16,Cash,Completed
2511,1779,24,2,11,1,28,7.0,3.78,24.78,2024-02-13,Credit Card,Returned
2512,87,14,8,4,2,3999,0.0,1439.64,9437.64,2024-08-24,EMI,Completed
2513,681,3,1,10,3,114999,103499.1,43469.62,284967.52,2024-05-21,Net Banking,Completed
2514,409,13,3,4,2,12999,0.0,4679.64,30677.64,2024-01-09,Cash,Completed
2515,373,12,9,15,3,8999,6749.25,3644.59,23892.34,2024-08-06,EMI,Completed
2516,1221,9,8,1,2,4999,0.0,1799.64,11797.64,2024-10-14,UPI,Completed
2517,408,22,13,7,5,299,299.0,215.28,1411.28,2024-03-21,Net Banking,Completed
2518,1717,14,15,13,4,3999,0.0,2879.28,18875.28,2024-02-10,Debit Card,Returned
2519,132,17,4,5,4,8999,0.0,6479.28,42475.28,2024-01-17,UPI,Completed
2520,826,14,7,4,3,3999,1799.55,1835.54,12032.99,2024-11-16,Cash,Completed
2521,1547,3,13,4,1,114999,28749.75,15524.86,101774.11,2024-10-28,Net Banking,Cancelled
2522,958,4,15,9,1,129999,0.0,23399.82,153398.82,2024-12-01,Debit Card,Returned
2523,484,18,13,3,5,24999,12499.5,20249.19,132744.69,2024-10-20,UPI,Completed
2524,511,22,12,3,3,299,0.0,161.46,1058.46,2024-01-22,Debit Card,Returned
2525,1247,17,1,10,5,8999,11248.75,6074.32,39820.57,2024-07-21,Cash,Returned
2526,1010,21,4,3,2,599,299.5,161.73,1060.23,2024-10-29,Net Banking,Cancelled
2527,247,14,7,10,1,3999,799.8,575.86,3775.06,2024-07-14,UPI,Completed
2528,443,16,5,2,4,5999,5999.0,3239.46,21236.46,2024-10-19,Debit Card,Completed
2529,478,6,13,11,4,15999,0.0,11519.28,75515.28,2024-04-17,EMI,Cancelled
2530,1981,17,11,10,5,8999,0.0,8099.1,53094.1,2024-11-08,Net Banking,Completed
2531,138,23,14,9,2,449,179.6,129.31,847.71,2024-12-04,Credit Card,Completed
2532,439,15,1,15,4,7999,9598.8,4031.5,26428.7,2024-03-28,UPI,Completed
2533,842,2,14,6,1,89999,8999.9,14579.84,95578.94,2024-02-18,Cash,Completed
2534,482,12,11,15,5,8999,13498.5,5669.37,37165.87,2024-10-26,Net Banking,Completed
2535,1838,4,2,15,1,129999,38999.7,16379.87,107379.17,2024-09-14,EMI,Returned
2536,1976,10,15,15,1,2999,0.0,539.82,3538.82,2024-10-06,Net Banking,Completed
2537,623,18,3,6,1,24999,6249.75,3374.86,22124.11,2024-07-01,Cash,Returned
2538,1511,8,10,15,5,14999,11249.25,11474.23,75219.98,2024-08-12,UPI,Returned
2539,354,2,13,1,3,89999,80999.1,34019.62,223017.52,2024-01-24,Net Banking,Completed
2540,656,16,11,3,2,5999,599.9,2051.66,13449.76,2024-07-13,Cash,Completed
2541,614,20,7,3,1,3999,0.0,719.82,4718.82,2024-09-18,Net Banking,Cancelled
2542,1674,19,5,6,5,4999,4999.0,3599.28,23595.28,2024-10-13,Cash,Completed
2543,949,24,13,13,5,28,35.0,18.9,123.9,2024-12-06,EMI,Completed
2544,548,2,10,12,2,89999,0.0,32399.64,212397.64,2024-05-12,UPI,Returned
2545,868,4,6,14,1,129999,32499.75,17549.86,115049.11,2024-10-09,EMI,Completed
2546,363,16,5,8,3,5999,3599.4,2591.57,16989.17,2024-06-30,UPI,Completed
2547,1190,22,11,13,2,299,59.8,96.88,635.08,2024-11-23,UPI,Returned
2548,1897,14,12,10,5,3999,3999.0,2879.28,18875.28,2024-07-15,Cash,Completed
2549,1476,9,15,14,1,4999,499.9,809.84,5308.94,2024-08-19,Cash,Completed
2550,311,3,8,1,2,114999,68999.4,28979.75,189978.35,2024-06-22,UPI,Completed
2551,292,6,15,12,5,15999,3999.75,13679.14,89674.39,2024-11-18,Net Banking,Completed
2552,1112,18,3,1,5,24999,6249.75,21374.15,140119.4,2024-05-16,Cash,Completed
2553,1091,23,9,8,5,449,0.0,404.1,2649.1,2024-08-11,Credit Card,Completed
2554,810,16,3,15,4,5999,0.0,4319.28,28315.28,2024-08-05,UPI,Returned
2555,1707,3,2,10,1,114999,5749.95,19664.83,128913.88,2024-02-27,Cash,Cancelled
2556,509,12,11,6,2,8999,3599.6,2591.71,16990.11,2024-02-25,Credit Card,Completed
2557,974,24,7,1,3,28,0.0,15.12,99.12,2024-05-07,UPI,Completed
2558,658,18,9,4,4,24999,14999.4,15299.39,100295.99,2024-12-24,UPI,Completed
2559,738,9,13,10,4,4999,0.0,3599.28,23595.28,2024-05-14,UPI,Returned
2560,200,14,6,2,2,3999,799.8,1295.68,8493.88,2024-05-20,UPI,Returned
2561,853,13,14,3,4,12999,12999.0,7019.46,46016.46,2024-02-03,Cash,Completed
2562,1434,9,10,2,5,4999,7498.5,3149.37,20645.87,2024-01-02,Net Banking,Completed
2563,1707,18,3,4,3,24999,0.0,13499.46,88496.46,2024-08-14,Debit Card,Completed
2564,1059,4,13,8,3,129999,0.0,70199.46,460196.46,2024-07-20,EMI,Completed
2565,1940,9,9,14,5,4999,7498.5,3149.37,20645.87,2024-11-12,Credit Card,Cancelled
2566,1998,19,7,15,3,4999,4499.1,1889.62,12387.52,2024-07-14,Cash,Completed
2567,1411,3,6,11,5,114999,57499.5,93149.19,610644.69,2024-06-09,EMI,Completed
2568,227,4,10,5,5,129999,0.0,116999.1,766994.1,2024-01-30,EMI,Completed
2569,740,8,12,13,1,14999,2249.85,2294.85,15044.0,2024-02-28,UPI,Completed
2570,161,14,11,2,2,3999,2399.4,1007.75,6606.35,2024-10-11,Net Banking,Completed
2571,863,11,4,14,2,1999,0.0,719.64,4717.64,2024-09-20,Cash,Completed
2572,672,12,10,2,4,8999,8999.0,4859.46,31856.46,2024-01-04,UPI,Completed
2573,1217,21,11,10,2,599,119.8,194.08,1272.28,2024-09-28,Cash,Completed
2574,367,2,5,13,4,89999,35999.6,58319.35,382315.75,2024-10-12,Cash,Completed
2575,884,16,7,2,3,5999,3599.4,2591.57,16989.17,2024-05-14,Credit Card,Completed
2576,1680,10,6,14,3,2999,2249.25,1214.6,7962.35,2024-08-14,Debit Card,Returned
2577,1828,1,10,15,3,129999,58499.55,59669.54,391166.99,2024-04-23,Credit Card,Returned
2578,1650,20,1,14,2,3999,399.9,1367.66,8965.76,2024-07-08,Debit Card,Completed
2579,1794,13,13,5,2,12999,5199.6,3743.71,24542.11,2024-06-21,EMI,Completed
2580,111,4,7,11,5,129999,97499.25,99449.24,651944.99,2024-04-27,UPI,Completed
2581,1423,22,7,6,2,299,0.0,107.64,705.64,2024-03-30,Credit Card,Completed
2582,371,25,13,15,4,199,199.0,107.46,704.46,2024-12-21,EMI,Completed
2583,637,13,3,11,5,12999,0.0,11699.1,76694.1,2024-07-18,UPI,Completed
2584,162,6,5,4,1,15999,2399.85,2447.85,16047.0,2024-09-14,Debit Card,Returned
2585,1633,17,11,13,1,8999,0.0,1619.82,10618.82,2024-10-01,UPI,Completed
2586,972,19,9,13,4,4999,4999.0,2699.46,17696.46,2024-10-13,Credit Card,Completed
2587,1792,3,3,12,4,114999,0.0,82799.28,542795.28,2024-05-19,Net Banking,Completed
2588,1472,14,13,9,2,3999,1599.6,1151.71,7550.11,2024-02-08,Credit Card,Cancelled
2589,228,6,1,7,5,15999,7999.5,12959.19,84954.69,2024-04-27,EMI,Completed
2590,701,8,7,12,5,14999,14999.0,10799.28,70795.28,2024-09-29,UPI,Completed
2591,1135,12,14,6,3,8999,2699.7,4373.51,28670.81,2024-09-20,Credit Card,Completed
2592,262,4,11,8,5,129999,97499.25,99449.24,651944.99,2024-05-09,Debit Card,Completed
2593,97,2,11,14,3,89999,26999.7,43739.51,286736.81,2024-11-30,Debit Card,Completed
2594,1336,15,6,5,2,7999,0.0,2879.64,18877.64,2024-02-27,Credit Card,Completed
2595,316,23,8,10,5,449,561.25,303.07,1986.82,2024-12-15,Cash,Cancelled
2596,1671,3,8,15,4,114999,22999.8,78659.32,515655.52,2024-05-04,EMI,Completed
2597,1322,21,11,6,4,599,0.0,431.28,2827.28,2024-01-16,Credit Card,Returned
2598,1104,13,11,6,1,12999,3249.75,1754.87,11504.12,2024-06-30,EMI,Completed
2599,1342,18,1,3,5,24999,24999.0,17999.28,117995.28,2024-05-06,UPI,Completed
2600,674,23,11,7,1,449,89.8,64.66,423.86,2024-11-07,Credit Card,Completed
2601,1473,18,9,5,3,24999,3749.85,12824.49,84071.64,2024-06-18,Credit Card,Completed
2602,25,2,14,4,5,89999,0.0,80999.1,530994.1,2024-07-21,Net Banking,Completed
2603,1035,10,9,3,4,2999,1799.4,1835.39,12031.99,2024-03-29,Debit Card,Completed
2604,521,22,6,9,3,299,179.4,129.17,846.77,2024-01-28,Cash,Completed
2605,1679,18,15,12,1,24999,6249.75,3374.86,22124.11,2024-11-04,Cash,Completed
2606,923,23,13,4,1,449,67.35,68.7,450.35,2024-05-03,EMI,Returned
2607,253,5,9,15,5,29999,44998.5,18899.37,123895.87,2024-12-04,Debit Card,Returned
2608,1506,13,13,14,5,12999,19498.5,8189.37,53685.87,2024-09-20,Credit Card,Cancelled
2609,1227,2,5,11,4,89999,0.0,64799.28,424795.28,2024-09-02,UPI,Completed
2610,1720,15,11,5,3,7999,4799.4,3455.57,22653.17,2024-04-29,UPI,Completed
2611,1766,24,10,13,3,28,0.0,15.12,99.12,2024-05-17,Credit Card,Completed
2612,1704,18,11,8,5,24999,31248.75,16874.33,110620.58,2024-03-24,Cash,Completed
2613,488,19,13,4,2,4999,0.0,1799.64,11797.64,2024-11-26,EMI,Returned
2614,1024,1,7,6,5,129999,32499.75,111149.14,728644.39,2024-03-29,Cash,Returned
2615,1893,2,12,7,2,89999,0.0,32399.64,212397.64,2024-03-03,UPI,Completed
2616,31,6,4,6,1,15999,0.0,2879.82,18878.82,2024-02-02,EMI,Returned
2617,791,15,7,13,1,7999,0.0,1439.82,9438.82,2024-01-16,Cash,Cancelled
2618,1223,22,14,15,4,299,0.0,215.28,1411.28,2024-01-06,Cash,Completed
2619,1675,10,4,12,4,2999,0.0,2159.28,14155.28,2024-05-27,UPI,Cancelled
2620,482,18,5,11,2,24999,0.0,8999.64,58997.64,2024-10-28,Cash,Completed
2621,1611,16,5,14,5,5999,0.0,5399.1,35394.1,2024-04-09,Debit Card,Completed
2622,837,19,6,4,1,4999,0.0,899.82,5898.82,2024-04-11,EMI,Completed
2623,937,25,7,6,1,199,29.85,30.45,199.6,2024-05-22,Debit Card,Cancelled
2624,1205,13,8,3,3,12999,0.0,7019.46,46016.46,2024-12-18,UPI,Completed
2625,887,22,7,14,3,299,0.0,161.46,1058.46,2024-02-07,UPI,Cancelled
2626,805,12,5,3,1,8999,449.95,1538.83,10087.88,2024-05-24,UPI,Completed
2627,1110,11,2,13,5,1999,999.5,1619.19,10614.69,2024-11-12,Net Banking,Completed
2628,1071,20,1,12,5,3999,999.75,3419.14,22414.39,2024-08-08,Net Banking,Returned
2629,415,10,9,5,4,2999,3598.8,1511.5,9908.7,2024-10-17,Cash,Returned
2630,830,6,7,15,1,15999,4799.7,2015.87,13215.17,2024-04-29,Cash,Completed
2631,1143,18,9,4,4,24999,29998.8,12599.5,82596.7,2024-12-15,EMI,Cancelled
2632,994,20,2,12,1,3999,599.85,611.85,4011.0,2024-10-29,Net Banking,Completed
2633,744,15,14,3,5,7999,9998.75,5399.32,35395.57,2024-07-12,UPI,Cancelled
2634,1218,8,3,1,1,14999,0.0,2699.82,17698.82,2024-08-08,EMI,Completed
2635,931,21,9,6,4,599,0.0,431.28,2827.28,2024-06-03,UPI,Returned
2636,1751,1,13,12,2,129999,0.0,46799.64,306797.64,2024-08-24,Debit Card,Completed
2637,1046,11,2,15,4,1999,1999.0,1079.46,7076.46,2024-05-28,EMI,Completed
2638,1375,24,3,15,3,28,16.8,12.1,79.3,2024-11-04,Credit Card,Completed
2639,198,18,11,5,3,24999,0.0,13499.46,88496.46,2024-11-07,EMI,Returned
2640,825,5,7,9,2,29999,0.0,10799.64,70797.64,2024-03-13,Cash,Completed
2641,685,17,10,3,4,8999,0.0,6479.28,42475.28,2024-12-28,Debit Card,Cancelled
2642,1498,12,5,5,1,8999,2699.7,1133.87,7433.17,2024-06-26,EMI,Completed
2643,764,16,14,2,3,5999,3599.4,2591.57,16989.17,2024-09-15,Credit Card,Completed
2644,1731,19,3,5,3,4999,3749.25,2024.6,13272.35,2024-01-01,EMI,Returned
2645,37,24,1,3,4,28,5.6,19.15,125.55,2024-12-26,Debit Card,Completed
2646,564,2,8,6,2,89999,0.0,32399.64,212397.64,2024-05-22,Net Banking,Completed
2647,1031,6,15,11,3,15999,0.0,8639.46,56636.46,2024-01-30,UPI,Completed
2648,1066,21,15,15,2,599,0.0,215.64,1413.64,2024-12-18,Debit Card,Cancelled
2649,927,8,2,5,4,14999,0.0,10799.28,70795.28,2024-07-18,Cash,Completed
2650,13,16,2,2,3,5999,5399.1,2267.62,14865.52,2024-11-24,EMI,Completed
2651,188,4,10,12,1,129999,0.0,23399.82,153398.82,2024-08-25,UPI,Cancelled
2652,177,11,3,14,1,1999,0.0,359.82,2358.82,2024-07-04,Credit Card,Completed
2653,110,19,3,7,1,4999,0.0,899.82,5898.82,2024-08-24,UPI,Completed
2654,1216,11,11,1,1,1999,499.75,269.87,1769.12,2024-05-11,EMI,Cancelled
2655,178,17,10,10,5,8999,6749.25,6884.23,45129.98,2024-12-23,Debit Card,Completed
2656,1661,21,3,15,4,599,479.2,345.02,2261.82,2024-10-30,Cash,Returned
2657,437,14,6,5,5,3999,1999.5,3239.19,21234.69,2024-05-22,Net Banking,Completed
2658,847,24,2,15,2,28,14.0,7.56,49.56,2024-04-13,Debit Card,Returned
2659,170,7,15,3,1,12999,1299.9,2105.84,13804.94,2024-06-19,UPI,Completed
2660,721,25,9,13,2,199,0.0,71.64,469.64,2024-02-05,Net Banking,Completed
2661,437,24,6,15,3,28,25.2,10.58,69.38,2024-05-03,Debit Card,Completed
2662,862,17,1,13,3,8999,8099.1,3401.62,22299.52,2024-08-10,UPI,Cancelled
2663,880,15,4,8,3,7999,2399.7,3887.51,25484.81,2024-10-04,Cash,Completed
2664,1121,10,3,11,2,2999,1199.6,863.71,5662.11,2024-11-18,Debit Card,Completed
2665,1874,5,9,2,3,29999,13499.55,13769.54,90266.99,2024-01-28,Net Banking,Completed
2666,1899,9,12,2,4,4999,2999.4,3059.39,20055.99,2024-08-17,Cash,Completed
2667,722,3,6,13,2,114999,11499.9,39329.66,257827.76,2024-10-16,Credit Card,Cancelled
2668,1689,1,10,2,5,129999,97499.25,99449.24,651944.99,2024-06-15,UPI,Completed
2669,1011,21,12,10,1,599,0.0,107.82,706.82,2024-04-29,UPI,Completed
2670,206,15,13,15,4,7999,0.0,5759.28,37755.28,2024-11-03,EMI,Completed
2671,292,11,13,10,4,1999,1599.2,1151.42,7548.22,2024-01-28,EMI,Cancelled
2672,363,6,11,1,4,15999,9599.4,9791.39,64187.99,2024-04-29,Debit Card,Completed
2673,1431,3,11,6,1,114999,0.0,20699.82,135698.82,2024-12-07,Credit Card,Completed
